simTime,src,dst,hops,realDelayMs,trustCost,budget,violated,policyMode
19.5086,3,233,3,42.5928,1.01237,2.30259,0,PostCheck
24.2137,79,68,1,2.06572,0.344173,2.30259,0,PostCheck
24.6162,116,315,1,1.81425,0.364356,2.30259,0,PostCheck
27.0167,38,82,1,1.93553,0.173472,2.30259,0,PostCheck
27.14,67,21,1,1.68916,0.335438,2.30259,0,PostCheck
27.1435,74,193,1,1.95115,0.143067,2.30259,0,PostCheck
29.4279,42,151,1,1.99172,0.333966,2.30259,0,PostCheck
30.2129,172,179,1,1.67428,0.097344,2.30259,0,PostCheck
30.5109,139,60,1,1.68887,0.326116,2.30259,0,PostCheck
31.0165,38,169,1,1.70045,0.088178,2.30259,0,PostCheck
31.1224,50,173,1,1.85428,0.0818192,2.30259,0,PostCheck
33.0126,274,86,1,1.71149,0.213594,2.30259,0,PostCheck
37.4279,42,35,1,1.97401,0.222964,2.30259,0,PostCheck
39.1444,74,184,2,2.86979,0.895464,2.30259,0,PostCheck
39.3262,133,482,1,1.86494,0.340853,2.30259,0,PostCheck
39.7183,253,518,2,3.11891,0.447511,2.30259,0,PostCheck
40.2292,325,104,1,1.92228,0.13906,2.30259,0,PostCheck
41.1402,67,21,1,1.92546,0.108239,2.30259,0,PostCheck
41.6129,178,479,1,1.99659,0.313924,2.30259,0,PostCheck
42.0486,292,443,1,1.93411,0.0819517,2.30259,0,PostCheck
42.2119,336,183,1,2.03312,0.212896,2.30259,0,PostCheck
43.0168,38,380,1,2.06015,0.072199,2.30259,0,PostCheck
43.4419,86,173,3,3.86037,0.63878,2.30259,0,PostCheck
44.315,441,280,1,2.09958,0.32222,2.30259,0,PostCheck
44.3478,235,136,1,1.82455,0.0621078,2.30259,0,PostCheck
45.5355,159,389,1,1.88042,0.323432,2.30259,0,PostCheck
46.2472,477,541,1,1.94271,0.0610372,2.30259,0,PostCheck
47.2234,425,58,1,1.79699,0.164691,2.30259,0,PostCheck
47.5424,136,286,1,2.16643,0.0598073,2.30259,0,PostCheck
48.2071,375,67,1,28.793,0.32761,2.30259,0,PostCheck
48.444,312,109,1,2.07488,0.343753,2.30259,0,PostCheck
48.7255,173,149,1,2.17364,0.0733707,2.30259,0,PostCheck
49.5354,159,337,1,1.75979,0.327774,2.30259,0,PostCheck
