simTime,src,dst,hops,realDelayMs,trustCost,budget,violated,policyMode
12.8325,9,76,3,3.80426,1.22898,2.30259,0,ExactBaseline
13.1411,12,32,1,1.69339,0.255569,2.30259,0,ExactBaseline
14.509,6,13,3,4.63877,1.03036,2.30259,0,ExactBaseline
15.1411,12,77,1,1.70123,0.353615,2.30259,0,ExactBaseline
16.0183,21,133,2,2.97635,0.413929,2.30259,0,ExactBaseline
16.6078,13,76,2,5.23703,0.580888,2.30259,0,ExactBaseline
17.1431,12,86,3,3.70474,1.00113,2.30259,0,ExactBaseline
17.8253,5,4,1,1.67418,0.384725,2.30259,0,ExactBaseline
18.0367,4,212,1,1.85392,0.350881,2.30259,0,ExactBaseline
18.8171,14,70,3,3.96502,0.886008,2.30259,0,ExactBaseline
19.1067,3,91,1,46.7153,0.346177,2.30259,0,ExactBaseline
19.1421,12,171,2,2.75351,0.70062,2.30259,0,ExactBaseline
19.4283,67,133,2,2.72664,0.817502,2.30259,0,ExactBaseline
19.5174,53,150,2,2.6374,0.677262,2.30259,0,ExactBaseline
20.2462,70,14,3,4.42153,0.517046,2.30259,0,ExactBaseline
20.3429,79,203,1,1.71134,0.356626,2.30259,0,ExactBaseline
20.6068,47,4,1,4.78227,0.232816,2.30259,0,ExactBaseline
21.3188,68,150,1,1.81028,0.344204,2.30259,0,ExactBaseline
23.0388,116,294,2,2.96597,0.566429,2.30259,0,ExactBaseline
23.1412,12,66,1,1.78259,0.23278,2.30259,0,ExactBaseline
23.5498,91,133,2,2.86125,0.361566,2.30259,0,ExactBaseline
23.7418,27,138,1,1.94089,0.126209,2.30259,0,ExactBaseline
25.2248,112,13,2,2.98603,0.275281,2.30259,0,ExactBaseline
25.3198,68,205,2,2.77062,0.566173,2.30259,0,ExactBaseline
25.5094,55,19,3,5.91854,1.04074,2.30259,0,ExactBaseline
25.5322,0,340,1,1.77934,0.17564,2.30259,0,ExactBaseline
25.9394,156,64,1,2.15452,0.178115,2.30259,0,ExactBaseline
26.0076,129,187,1,1.72358,0.341631,2.30259,0,ExactBaseline
26.0237,10,315,4,4.63407,1.1481,2.30259,0,ExactBaseline
