simTime,src,dst,hops,realDelayMs,trustCost,budget,violated,policyMode
17.4374,12,83,1,1.67534,0.348222,2.30259,0,RLPolicy
17.5458,35,154,1,1.70238,0.232763,2.30259,0,RLPolicy
19.6098,57,115,1,1.93335,0.33383,2.30259,0,RLPolicy
19.6278,44,166,3,3.91094,1.0437,2.30259,0,RLPolicy
21.5476,35,68,3,3.53977,1.03755,2.30259,0,RLPolicy
21.6256,44,192,1,1.67953,0.331386,2.30259,0,RLPolicy
21.845,81,180,1,1.87146,0.371758,2.30259,0,RLPolicy
21.8472,101,154,1,1.7098,0.175527,2.30259,0,RLPolicy
22.1246,22,253,3,3.95451,0.891348,2.30259,0,RLPolicy
22.8404,70,251,2,2.73204,0.434542,2.30259,0,RLPolicy
23.2191,47,4,1,1.67924,0.348445,2.30259,0,RLPolicy
23.3061,128,266,1,52.2986,0.333186,2.30259,0,RLPolicy
23.6275,44,79,3,3.57641,0.697663,2.30259,0,RLPolicy
23.8493,101,244,3,3.8238,0.748181,2.30259,0,RLPolicy
24.1417,118,268,3,4.07702,0.625671,2.30259,0,RLPolicy
24.5109,139,80,1,1.6792,0.343663,2.30259,0,RLPolicy
24.7112,77,247,2,2.81984,0.494046,2.30259,0,RLPolicy
24.8416,70,239,3,3.92047,0.828664,2.30259,0,RLPolicy
25.3084,138,151,3,52.5999,0.856662,2.30259,0,RLPolicy
25.4204,144,287,2,3.01481,0.571489,2.30259,0,RLPolicy
25.4342,92,240,3,3.9313,0.934264,2.30259,0,RLPolicy
25.9075,141,210,2,30.9243,0.457673,2.30259,0,RLPolicy
26.3148,164,248,1,1.87073,0.229684,2.30259,0,RLPolicy
27.1239,129,283,3,4.05236,0.938878,2.30259,0,RLPolicy
27.1445,74,347,2,2.93977,0.678738,2.30259,0,RLPolicy
27.4412,86,104,2,3.10719,0.674325,2.30259,0,RLPolicy
27.8467,81,3,3,3.59222,0.70715,2.30259,0,RLPolicy
28.116,131,299,3,3.96007,1.00896,2.30259,0,RLPolicy
28.3261,147,322,3,3.89389,0.929003,2.30259,0,RLPolicy
28.427,184,337,3,4.20849,0.839255,2.30259,0,RLPolicy
28.5067,132,153,1,23.2327,0.352503,2.30259,0,RLPolicy
28.6096,154,252,3,4.22309,0.856397,2.30259,0,RLPolicy
28.6173,116,370,2,2.94177,0.480448,2.30259,0,RLPolicy
28.7126,77,26,3,4.23574,0.79371,2.30259,0,RLPolicy
28.8452,145,68,2,2.61109,0.702899,2.30259,0,RLPolicy
28.9067,195,331,1,17.0346,0.116909,2.30259,0,RLPolicy
28.9454,200,56,2,2.95343,0.618275,2.30259,0,RLPolicy
29.3185,179,70,2,2.63906,0.328786,2.30259,0,RLPolicy
29.543,136,235,2,2.74576,0.510746,2.30259,0,RLPolicy
29.6159,227,26,3,4.22155,0.847424,2.30259,0,RLPolicy
29.8099,238,51,2,2.7568,0.604712,2.30259,0,RLPolicy
29.8482,101,268,2,2.65687,0.416006,2.30259,0,RLPolicy
30.116,131,196,3,3.93823,0.798287,2.30259,0,RLPolicy
30.4313,87,101,2,3.01932,0.314744,2.30259,0,RLPolicy
30.6301,121,162,3,4.48787,0.969342,2.30259,0,RLPolicy
30.8252,91,330,1,1.79015,0.346044,2.30259,0,RLPolicy
30.8359,5,324,3,3.81725,0.933245,2.30259,0,RLPolicy
30.9454,200,110,2,2.98253,0.485308,2.30259,0,RLPolicy
31.124,129,321,3,4.17998,0.836832,2.30259,0,RLPolicy
31.2486,96,389,2,2.87681,0.376769,2.30259,0,RLPolicy
31.3156,111,331,3,4.36797,0.345636,2.30259,0,RLPolicy
31.318,179,330,1,2.11831,0.34802,2.30259,0,RLPolicy
31.3283,133,420,3,3.96779,0.599781,2.30259,0,RLPolicy
31.3467,99,413,3,3.59972,0.492423,2.30259,0,RLPolicy
31.6107,57,217,2,2.86973,0.351969,2.30259,0,RLPolicy
31.726,204,336,3,3.97205,0.819255,2.30259,0,RLPolicy
31.8392,76,155,3,3.77122,0.904855,2.30259,0,RLPolicy
31.9464,94,48,3,3.80238,0.843899,2.30259,0,RLPolicy
32.0458,149,292,2,3.09973,0.299577,2.30259,0,RLPolicy
32.115,131,249,2,2.97961,0.529173,2.30259,0,RLPolicy
32.2383,233,218,3,4.19709,0.361439,2.30259,0,RLPolicy
32.5242,276,165,3,4.04379,0.642528,2.30259,0,RLPolicy
32.6097,196,273,3,3.88301,0.664241,2.30259,0,RLPolicy
32.813,217,57,2,2.98528,0.490909,2.30259,0,RLPolicy
32.9104,176,344,2,3.26142,0.385046,2.30259,0,RLPolicy
33.045,250,224,2,3.04785,0.541509,2.30259,0,RLPolicy
33.1462,74,176,3,4.6023,0.556099,2.30259,0,RLPolicy
33.2213,47,83,3,3.92865,0.42909,2.30259,0,RLPolicy
33.3186,179,338,2,2.72522,0.278651,2.30259,0,RLPolicy
33.3467,99,175,3,3.67156,0.82044,2.30259,0,RLPolicy
33.6502,39,118,3,3.72238,0.435957,2.30259,0,RLPolicy
33.7373,206,137,1,1.93947,0.185354,2.30259,0,RLPolicy
34.0264,286,449,3,3.93685,0.599214,2.30259,0,RLPolicy
34.0486,266,75,3,3.57405,0.671531,2.30259,0,RLPolicy
34.109,41,70,1,1.81066,0.100035,2.30259,0,RLPolicy
34.1137,131,12,1,1.67765,0.23906,2.30259,0,RLPolicy
34.3401,219,10,3,4.30052,0.580078,2.30259,0,RLPolicy
34.7439,1,223,2,2.78342,0.582518,2.30259,0,RLPolicy
34.8294,65,276,1,2.15767,0.111274,2.30259,0,RLPolicy
35.319,179,39,2,3.14208,0.309915,2.30259,0,RLPolicy
