configName,simTime,src,dst,policyMode,reachable,feasible,totalDelay,totalTrustCost,budget,hops,computeTimeMs,pipMasked,pipCandidates,pipDijkstraMs,pipNodesExpanded,lambda
CMDP-PPOLag,10.1519,0,35,RLPolicy,0,0,0.0361852,6.40309,2.30259,12,0.056056,0,0,0,0,1
CMDP-PPOLag,10.6993,2,79,RLPolicy,1,1,0.0337793,1.1633,2.30259,5,0.142738,0,0,0,0,0.994304
CMDP-PPOLag,10.7411,1,49,RLPolicy,0,0,0.0426655,2.46721,2.30259,5,0.04211,0,0,0,0,1
CMDP-PPOLag,11.4661,3,15,RLPolicy,1,0,0.0489273,4.71142,2.30259,11,0.133919,0,0,0,0,1.01204
CMDP-PPOLag,11.994,4,46,RLPolicy,0,0,0.0534684,12.6414,2.30259,21,0.154284,0,0,0,0,1
CMDP-PPOLag,12.1519,0,17,RLPolicy,0,0,0.046861,12.6414,2.30259,21,0.089397,0,0,0,0,1
CMDP-PPOLag,12.5313,8,79,RLPolicy,0,0,0.0543912,12.6414,2.30259,21,0.133719,0,0,0,0,1
CMDP-PPOLag,12.6819,6,100,RLPolicy,0,0,0.0422554,12.0307,2.30259,21,0.260438,0,0,0,0,1
CMDP-PPOLag,12.6993,2,58,RLPolicy,1,1,0.0325748,0.775531,2.30259,4,0.033778,0,0,0,0,0.986668
CMDP-PPOLag,12.7411,1,49,RLPolicy,0,0,0.0426678,2.46721,2.30259,5,0.011508,0,0,0,0,1
CMDP-PPOLag,12.832,5,47,RLPolicy,0,0,0.0533772,12.6414,2.30259,21,0.144975,0,0,0,0,1
CMDP-PPOLag,12.8831,7,113,RLPolicy,0,0,0.0512437,11.2551,2.30259,19,0.307173,0,0,0,0,1
CMDP-PPOLag,13.2853,11,55,RLPolicy,0,0,0.0132855,1.38629,2.30259,3,0.030567,0,0,0,0,1
CMDP-PPOLag,13.4358,12,70,RLPolicy,0,0,0.0447161,12.6414,2.30259,21,0.156824,0,0,0,0,1
CMDP-PPOLag,13.4661,3,129,RLPolicy,1,0,0.0477168,4.62903,2.30259,10,0.052575,0,0,0,0,1.02368
CMDP-PPOLag,13.5683,16,0,RLPolicy,0,0,0.0310397,8.66486,2.30259,15,0.126909,0,0,0,0,1
CMDP-PPOLag,13.6011,9,113,RLPolicy,0,0,0.0518761,11.2551,2.30259,19,0.124828,0,0,0,0,1
CMDP-PPOLag,13.7533,15,113,RLPolicy,0,0,0.0506128,9.86883,2.30259,17,0.122927,0,0,0,0,1
CMDP-PPOLag,13.994,4,80,RLPolicy,0,0,0.0534565,12.6414,2.30259,21,0.090984,0,0,0,0,1
CMDP-PPOLag,14.0148,14,92,RLPolicy,0,0,0.0225526,1.38629,2.30259,3,0.03463,0,0,0,0,1
CMDP-PPOLag,14.055,10,49,RLPolicy,0,0,0.0436349,2.46721,2.30259,5,0.051076,0,0,0,0,1
CMDP-PPOLag,14.0586,13,77,RLPolicy,0,0,0.0237474,12.9468,2.30259,21,0.151152,0,0,0,0,1
CMDP-PPOLag,14.1519,0,80,RLPolicy,0,0,0.0492489,12.6414,2.30259,21,0.148985,0,0,0,0,1
CMDP-PPOLag,14.5313,8,29,RLPolicy,0,0,0.0543973,12.6414,2.30259,21,0.144903,0,0,0,0,1
CMDP-PPOLag,14.6819,6,51,RLPolicy,1,0,0.0351306,7.48401,2.30259,15,0.07518,0,0,0,0,1.02591
CMDP-PPOLag,14.6993,2,93,RLPolicy,0,0,0.0527943,12.6414,2.30259,21,0.270551,0,0,0,0,0.986668
CMDP-PPOLag,14.7275,17,0,RLPolicy,0,0,0.0453389,10.7443,2.30259,18,0.25823,0,0,0,0,1
CMDP-PPOLag,14.7411,1,49,RLPolicy,0,0,0.0428528,2.46721,2.30259,5,0.030352,0,0,0,0,1
CMDP-PPOLag,14.832,5,145,RLPolicy,0,0,0.0533659,12.6414,2.30259,21,0.100715,0,0,0,0,1
CMDP-PPOLag,14.8831,7,113,RLPolicy,0,0,0.0476921,9.17568,2.30259,16,0.069564,0,0,0,0,1
