configName,simTime,src,dst,policyMode,reachable,feasible,totalDelay,totalTrustCost,budget,hops,computeTimeMs,pipMasked,pipCandidates,pipDijkstraMs,pipNodesExpanded,lambda
E3-PPOPIP-p003,11.06,3,86,RLPolicy,1,1,0.00845842,3.24274,3.50656,8,0.310315,28,42,0.179271,45,0.998681
E3-PPOPIP-p003,11.3471,1,71,RLPolicy,0,0,0.033321,2.46721,3.50656,5,0.349724,6,10,0.31179,54,1
E3-PPOPIP-p003,11.5304,0,5,RLPolicy,0,0,0.0381359,4.93441,3.50656,9,0.368652,81,89,0.299412,56,1
E3-PPOPIP-p003,11.8236,5,46,RLPolicy,0,0,0.0392046,4.93441,3.50656,9,4.01303,81,89,3.95101,5,1
E3-PPOPIP-p003,12.0273,2,4,RLPolicy,0,0,0.0383146,4.93441,3.50656,9,0.326482,88,96,0.265938,60,1
E3-PPOPIP-p003,12.0348,4,59,RLPolicy,0,0,0.0335796,4.93441,3.50656,9,0.297576,91,99,0.235498,5,1
E3-PPOPIP-p003,12.5044,6,111,RLPolicy,1,1,0.042536,1.08091,3.50656,4,0.556017,0,24,0.457787,67,0.987872
E3-PPOPIP-p003,12.8287,9,83,RLPolicy,1,1,0.00720031,3.16035,3.50656,7,0.709435,42,74,0.51459,71,0.998269
E3-PPOPIP-p003,13.06,3,15,RLPolicy,1,1,0.00722791,2.85497,3.50656,7,0.437305,42,59,0.252125,71,0.995423
E3-PPOPIP-p003,13.1394,12,20,RLPolicy,0,0,0.0407058,5.60444,3.50656,9,0.400512,50,58,0.340845,33,1
E3-PPOPIP-p003,13.3471,1,71,RLPolicy,0,0,0.0333317,2.46721,3.50656,5,0.269645,6,10,0.230431,73,1
E3-PPOPIP-p003,13.3654,7,23,RLPolicy,0,0,0.0408553,4.62903,3.50656,9,0.459379,76,84,0.385129,2,1
E3-PPOPIP-p003,13.3911,8,28,RLPolicy,0,0,0.0396161,4.93441,3.50656,9,0.391014,90,98,0.277443,2,1
E3-PPOPIP-p003,13.5304,0,5,RLPolicy,0,0,0.0381473,4.93441,3.50656,9,0.387186,94,102,0.310149,80,1
E3-PPOPIP-p003,13.7018,11,54,RLPolicy,0,0,0.0284957,1.38629,3.50656,3,0.425527,1,3,0.394831,81,1
E3-PPOPIP-p003,13.8236,5,46,RLPolicy,0,0,0.0392172,4.93441,3.50656,9,0.287057,91,99,0.250135,83,1
E3-PPOPIP-p003,14.0191,10,71,RLPolicy,0,0,0.0432138,2.46721,3.50656,5,0.367474,6,10,0.30637,37,1
E3-PPOPIP-p003,14.0273,2,4,RLPolicy,0,0,0.0383292,4.93441,3.50656,9,0.351541,104,112,0.292203,85,1
E3-PPOPIP-p003,14.0348,4,59,RLPolicy,0,0,0.0335944,4.93441,3.50656,9,0.241237,103,111,0.205187,3,1
E3-PPOPIP-p003,14.4809,18,79,RLPolicy,0,0,0.00956372,4.81135,3.50656,9,0.450298,93,101,0.38688,87,1
E3-PPOPIP-p003,14.5044,6,7,RLPolicy,1,1,0.0504971,2.46721,3.50656,6,0.389059,14,55,0.251058,87,0.982675
E3-PPOPIP-p003,14.6026,13,22,RLPolicy,0,0,0.0329268,5.2398,3.50656,9,0.512103,94,102,0.458509,40,1
E3-PPOPIP-p003,14.7076,15,19,RLPolicy,1,1,0.0414031,2.90829,3.50656,8,0.588219,34,76,0.36478,88,0.997009
E3-PPOPIP-p003,14.8131,14,132,RLPolicy,0,0,0.0240064,1.38629,3.50656,3,0.521129,1,3,0.488915,90,1
E3-PPOPIP-p003,14.8149,16,59,RLPolicy,0,0,0.0355747,5.11674,3.50656,9,0.459916,120,128,0.356321,5,1
E3-PPOPIP-p003,14.8287,9,76,RLPolicy,1,1,0.0340345,2.46721,3.50656,6,0.600955,21,77,0.423813,90,0.993072
E3-PPOPIP-p003,15.0587,20,82,RLPolicy,0,0,0.035557,4.62903,3.50656,9,0.776095,160,168,0.647724,5,1
E3-PPOPIP-p003,15.06,3,21,RLPolicy,0,0,0.0346516,5.60444,3.50656,9,0.568865,87,95,0.464595,2,0.995423
E3-PPOPIP-p003,15.0602,19,51,RLPolicy,1,1,0.00842351,3.39105,3.50656,8,1.00636,71,88,0.715993,93,0.999422
E3-PPOPIP-p003,15.1394,12,66,RLPolicy,1,1,0.0347591,1.38629,3.50656,4,0.403145,0,36,0.300987,94,0.989399
E3-PPOPIP-p003,15.3471,1,71,RLPolicy,0,0,0.0250359,2.46721,3.50656,5,0.487659,4,8,0.430763,47,1
E3-PPOPIP-p003,15.3654,7,91,RLPolicy,1,1,0.0384451,3.24274,3.50656,8,0.536271,57,89,0.32124,97,0.998681
E3-PPOPIP-p003,15.3911,8,79,RLPolicy,0,0,0.039633,4.93441,3.50656,9,0.544555,116,124,0.490503,97,1
E3-PPOPIP-p003,15.416,17,35,RLPolicy,0,0,0.0317138,5.11674,3.50656,9,0.526988,144,152,0.410935,97,1
E3-PPOPIP-p003,15.5304,0,44,RLPolicy,0,0,0.038895,5.2398,3.50656,9,1.56769,142,150,1.36705,97,1
E3-PPOPIP-p003,15.7018,11,143,RLPolicy,0,0,0.0296797,2.07944,3.50656,4,0.316376,3,6,0.297907,103,1
E3-PPOPIP-p003,15.7398,27,125,RLPolicy,1,1,0.0484965,3.24274,3.50656,8,0.932017,64,171,0.58347,103,0.998681
E3-PPOPIP-p003,15.8236,5,46,RLPolicy,0,0,0.0392384,4.93441,3.50656,9,0.788542,146,154,0.633562,104,1
E3-PPOPIP-p003,15.8562,22,121,RLPolicy,0,0,0.00980068,5.54518,3.50656,9,0.652312,84,92,0.566134,5,1
E3-PPOPIP-p003,16.0119,30,96,RLPolicy,0,0,0.0475934,5.2398,3.50656,9,0.595285,22,30,0.48859,3,1
E3-PPOPIP-p003,16.0153,21,82,RLPolicy,0,0,0.0494883,4.62903,3.50656,9,1.69384,200,208,1.5781,50,1
E3-PPOPIP-p003,16.0171,24,96,RLPolicy,0,0,0.0352296,5.2398,3.50656,9,0.589958,22,30,0.491366,50,1
E3-PPOPIP-p003,16.0191,10,71,RLPolicy,0,0,0.0431785,2.46721,3.50656,5,0.302838,7,11,0.283835,104,1
E3-PPOPIP-p003,16.0273,2,4,RLPolicy,0,0,0.0365309,4.93441,3.50656,9,0.663954,146,154,0.578036,104,1
E3-PPOPIP-p003,16.0348,4,35,RLPolicy,0,0,0.0335725,4.93441,3.50656,9,0.746851,144,152,0.631131,104,1
E3-PPOPIP-p003,16.0396,29,35,RLPolicy,0,0,0.0385774,5.11674,3.50656,9,0.546591,155,163,0.460035,6,1
E3-PPOPIP-p003,16.1834,31,46,RLPolicy,0,0,0.0449726,5.42212,3.50656,9,0.715724,148,156,0.578812,6,1
E3-PPOPIP-p003,16.2109,33,0,RLPolicy,0,0,0.042182,5.11674,3.50656,9,2.7196,134,142,2.59114,106,1
E3-PPOPIP-p003,16.3245,23,50,RLPolicy,0,0,0.0430131,4.32365,3.50656,9,0.632961,190,198,0.516062,50,1
E3-PPOPIP-p003,16.3419,32,12,RLPolicy,0,0,0.0510387,5.11674,3.50656,9,0.704093,164,172,0.509803,1,1
E3-PPOPIP-p003,16.3441,37,71,RLPolicy,0,0,0.041895,2.95491,3.50656,5,0.45811,7,11,0.418161,50,1
E3-PPOPIP-p003,16.4532,28,16,RLPolicy,0,0,0.0438766,4.50597,3.50656,9,0.578919,114,122,0.500611,109,1
E3-PPOPIP-p003,16.4809,18,80,RLPolicy,0,0,0.00955855,4.81135,3.50656,9,0.419724,106,114,0.354445,109,1
E3-PPOPIP-p003,16.5044,6,32,RLPolicy,0,0,0.0356994,5.42212,3.50656,9,0.542916,179,187,0.459325,53,0.982675
E3-PPOPIP-p003,16.6026,13,121,RLPolicy,0,0,0.0317353,4.54665,3.50656,8,0.403507,73,80,0.366622,53,1
E3-PPOPIP-p003,16.7076,15,70,RLPolicy,0,0,0.0416068,5.08565,3.50656,9,0.360722,125,133,0.307997,2,0.997009
E3-PPOPIP-p003,16.71,36,52,RLPolicy,1,1,0.0436699,2.85497,3.50656,7,0.706864,87,129,0.511396,112,0.996742
